FCI,slug,nazov,vyska_verejna,hmotnost_verejna,sekcia_verejna,image_url,zistenia,obrazok_http_status,obrazok_content_type
152,istrijsky-hrubosrsty-duric,Istrijský hrubosrstý durič,43–59 cm,,Duriče stredných plemien,/media/articles/2026/4af2dc1d-d4a8-491f-8f86-cda03bf536ee.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
151,istrijsky-kratkosrsty-duric,Istrijský krátkosrstý durič,44–56 cm,,Duriče stredných plemien,/media/articles/2026/846b7ea5-4fc5-4677-b2ee-8a56fd857413.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
31,maly-modry-gaskonsky-duric,Malý modrý gaskonský durič,50–58 cm,,Duriče stredných plemien,/media/articles/2026/3c1a4aa9-5882-401b-8e47-369abd9eebb6.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
60,maly-svajciarsky-duric,Malý švajčiarsky durič,33–43 cm,,Duriče malých plemien,/media/articles/2026/a38b7b2b-11fd-467d-bbbc-bad5927ee563.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
35,modry-gaskonsky-basset,Modrý gaskonský basset,34–38 cm,,Duriče malých plemien,/media/articles/2026/7d528bb0-99dd-4b01-9540-c464c85951bd.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
32,modry-gaskonsky-grifon,Modrý gaskonský grifón,48–57 cm,,Duriče stredných plemien,/media/articles/2026/4dd3193c-23c3-474b-be04-5e098ad47d66.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
299,nemecky-duric,Nemecký durič,40–53 cm,,Duriče malých plemien,/media/articles/2026/ae497f76-3485-40a8-a907-2399851d8f26.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
17,nivernaisky-grifon,Nivernaiský grifón,53–62 cm,,Duriče stredných plemien,/media/articles/2026/3e8c9eb6-6bdd-4f41-9be3-22f80b967c63.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
34,normandsky-artezsky-basset,Normandský artézsky basset,30–36 cm,,Duriče malých plemien,/media/articles/2026/fa66da1f-2cc7-4f8d-ab18-b615146b507b.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
203,norsky-duric-dunker,Nórsky durič (Dunker),47–58 cm,,Duriče stredných plemien,/media/articles/2026/c42c0893-c317-4200-bda7-1b50a8c27d69.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
294,otterhound,Otterhound,61–69 cm,,Duriče veľkých plemien,/media/articles/2026/e4ef75c9-6fd8-48ab-9ae5-5c1e19c6cf94.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
67,petit-basset-griffon-vendeen,Petit Basset Griffon Vendéen,34–38 cm,,Duriče malých plemien,/media/articles/2026/193d23ab-dd50-461d-8da7-87c1efd24cbe.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
66,plavy-bretonsky-grifon,Plavý bretónsky grifón,47–56 cm,,Duriče stredných plemien,/media/articles/2026/1655e19c-3188-4706-9430-95ae1781e9b1.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
24,poitevin,Poitevin,60–72 cm,,Duriče veľkých plemien,/media/articles/2026/e682a1c4-10e6-4f30-9993-22ab0855f72b.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
30,porcelaine,Porcelaine,53–58 cm,,Duriče stredných plemien,/media/articles/2026/94b0674b-06b7-45af-80d8-1b15f6029964.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
154,posavsky-duric,Posávsky durič,46–58 cm,,Duriče stredných plemien,/media/articles/2026/78e76b15-bca3-480e-b180-a058181e3411.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
52,polsky-ogar,Poľský ogar,55–65 cm,20–32 kg,Duriče veľkých plemien,/media/articles/2026/5b8f3630-3ff4-44ed-9663-dc4e14dadd2a.jpg,editorial_complete=0,200,image/jpeg
354,polsky-polovnicky-pes,Poľský poľovnícky pes,50–59 cm,,Duriče stredných plemien,/media/articles/2026/3901a2f7-1e23-4c71-bb6a-7de06551aba4.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
63,rakusky-cierno-paleny-duric,Rakúsky čierno-pálený durič,48–56 cm,,Duriče stredných plemien,/media/articles/2026/5ca40cda-b55f-4259-8ada-eea5b2fe879e.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
146,rodezsky-ridgeback,Rodézsky ridgeback,61–69 cm,"32–36,5 kg",Príbuzné plemená,/media/articles/2026/c609c91e-adf5-4606-8a38-a94d4b3eb940.jpg,editorial_complete=0,200,image/jpeg
131,schillerstovare,Schillerstövare,49–61 cm,,Duriče stredných plemien,/media/articles/2026/dc84e33d-c693-4cb1-a794-976829b9c2bc.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
244,slovensky-kopov,Slovenský kopov,40–50 cm,15–20 kg,Duriče stredných plemien,/media/articles/2026/1eaa5d5c-7eb9-453a-a517-e41faaece1af.jpg,editorial_complete=0,200,image/jpeg
129,smalandsky-duric,Smålandský durič,42–54 cm,,Duriče stredných plemien,/media/articles/2026/8c078660-fc51-4978-a870-3dc640b672bd.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
150,srbsky-duric,Srbský durič,44–56 cm,,Duriče stredných plemien,/media/articles/2026/2ce11956-a5f7-43ef-8708-ed984fc399b5.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
229,srbsky-trojfarebny-duric,Srbský trojfarebný durič,44–55 cm,,Duriče stredných plemien,/media/articles/2026/e62f5ca3-b976-4341-9dde-38aa80290c2e.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
325,stredne-velky-anglo-francuzsky-duric,Stredne veľký anglo-francúzsky durič,46–58 cm,,Duriče stredných plemien,/media/articles/2026/f39235f1-f04b-48f3-b7f1-ef4088f5cec5.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
198,taliansky-hrubosrsty-segugio,Taliansky hrubosrstý segugio,50–60 cm,,Duriče stredných plemien,/media/articles/2026/d817d94a-40c8-4b7b-a431-9255223e1b8b.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
337,taliansky-kratkosrsty-segugio,Taliansky krátkosrstý segugio,48–58 cm,,Duriče stredných plemien,/media/articles/2026/20ef84e8-0fb8-47b4-9146-fb0715e8c7a5.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
68,tirolsky-duric,Tirolský durič,42–50 cm,,Duriče stredných plemien,/media/articles/2026/49e2a5ae-f88d-44e0-9afc-c2aae95e5d97.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
241,transylvansky-duric,Transylvánsky durič,55–65 cm,,Duriče stredných plemien,/media/articles/2026/18b28be6-3aa1-4c76-85f4-97bf50e1aa84.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
100,vestfalsky-jazvecikovity-duric,Vestfálsky jazvečíkovitý durič,30–38 cm,,Duriče malých plemien,/media/articles/2026/de72bfae-037d-4f16-8dea-23da080af087.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
324,velky-anglo-francuzsky-bielo-oranzovy-duric,Veľký anglo-francúzsky bielo-oranžový durič,60–70 cm,,Duriče veľkých plemien,/media/articles/2026/1774f7ce-ac94-45e0-aa65-2f7654f5295d.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
323,velky-anglo-francuzsky-bielo-cierny-duric,Veľký anglo-francúzsky bielo-čierny durič,62–72 cm,,Duriče veľkých plemien,/media/articles/2026/602f74dc-7556-4835-9867-26adb88b5dfc.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
322,velky-anglo-francuzsky-trikolorny-duric,Veľký anglo-francúzsky trikolórny durič,60–70 cm,,Duriče veľkých plemien,/media/articles/2026/6d6fd4bd-aad4-401d-a437-ae517c90cb8c.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
22,velky-modry-gaskonsky-duric,Veľký modrý gaskonský durič,62–72 cm,,Duriče veľkých plemien,/media/articles/2026/2bd23f17-0c2d-4b67-86f5-f62aac676bac.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
282,velky-vendeesky-grifon,Veľký vendéeský grifón,60–68 cm,,Duriče veľkých plemien,/media/articles/2026/82280f6b-72fb-406e-87d6-133c0046c43e.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
279,ciernohorsky-horsky-duric,Čiernohorský horský durič,44–54 cm,,Duriče stredných plemien,/media/articles/2026/3a5a5403-81dc-491c-972b-d0f85d9e6e1d.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
300,cierny-a-paleny-coonhound,Čierny a pálený coonhound,"58–68,5 cm",,Duriče veľkých plemien,/media/articles/2026/66db9121-752e-42dc-9c6b-d557eb0a3061.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
204,spanielsky-duric,Španielsky durič,48–57 cm,,Duriče stredných plemien,/media/articles/2026/0722f923-4e7a-4b2c-b06a-73e3d3b13249.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
62,stajersky-hrubosrsty-duric,Štajerský hrubosrstý durič,45–53 cm,,Duriče stredných plemien,/media/articles/2026/5f2f57bd-ad5d-46f7-bc76-193bcabdb2a3.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
59,svajciarsky-duric,Švajčiarsky durič,47–59 cm,,Duriče stredných plemien,/media/articles/2026/feef8280-a2eb-4074-a0d1-0cd9aed5f32f.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
1,anglicky-pointer,Anglický pointer,61–69 cm,,Britské a írske stavače a setre – pointer,/media/articles/2026/2647d2d6-f1f8-4b11-9cb4-fa96f1dafc3c.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
2,anglicky-seter,Anglický seter,61–68 cm,,Britské a írske stavače a setre – seter,/media/articles/2026/85e08c17-72b1-43cd-b0ba-7fe7a284238f.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
177,ariezsky-stavac,Ariéžsky stavač,54–65 cm,,Kontinentálne stavače – typ braka,/media/articles/2026/175e5e5b-1b2b-40f4-ac27-d2b8fdf36829.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
180,auvergnesky-stavac,Auvergneský stavač,53–63 cm,,Kontinentálne stavače – typ braka,/media/articles/2026/3d903279-d956-4f96-bea7-91258d2e1a2d.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
179,bourbonsky-stavac,Bourbonský stavač,48–57 cm,,Kontinentálne stavače – typ braka,/media/articles/2026/79f0a27d-8531-4731-8b28-9b750110efaf.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
202,bracco-italiano,Bracco Italiano,55–67 cm,25–40 kg,Kontinentálne stavače – typ braka,/media/articles/2026/30c89415-2263-4df8-8f5e-4fd634f1007d.jpg,editorial_complete=0,200,image/jpeg
95,bretonsky-spaniel,Bretónsky španiel,47–51 cm,,Kontinentálne stavače – typ španiela,/media/articles/2026/caa2829e-b2c8-4dfe-bac3-59be0ad1fcac.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
90,burgosky-stavac,Burgoský stavač,,,Kontinentálne stavače – typ braka,/media/articles/2026/14e1bbbb-e6d6-45e7-8dfc-9ae6d0aa2d4a.webp,chybajuca verejna vyska; chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
224,drentsky-jarabici-pes,Drentský jarabičí pes,55–63 cm,25–35 kg,Kontinentálne stavače – typ španiela,/media/articles/2026/79488c58-e47d-4dd8-918e-6c4161b2c5ac.webp,editorial_complete=0,200,image/webp
133,francuzsky-stavac-gaskonsky-typ,Francúzsky stavač – gaskonský typ,58–69 cm,,Kontinentálne stavače – typ braka,/media/articles/2026/a2204cae-656f-4755-8761-98662f9c7291.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
134,francuzsky-stavac-pyrenejsky-typ,Francúzsky stavač – pyrenejský typ,49–58 cm,,Kontinentálne stavače – typ braka,/media/articles/2026/b7025cdb-1f8f-4635-b48f-eccbafea1125.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
175,francuzsky-spaniel,Francúzsky španiel,55–61 cm,,Kontinentálne stavače – typ španiela,/media/articles/2026/0b1869f3-4fce-4b90-b86c-11f889db2f26.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
6,gordon-seter,Gordon seter,62–66 cm,"25,5–29,5 kg",Britské a írske stavače a setre – seter,/media/articles/2026/4b660a4e-e2af-41b5-9142-d7d51ea721db.jpg,editorial_complete=0,200,image/jpeg
107,korthalsov-hrubosrsty-grifon,Korthalsov hrubosrstý grifón,50–60 cm,,Kontinentálne stavače – typ grifóna,/media/articles/2026/4c348325-8e59-4818-aa37-ec64132a225a.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
102,maly-munsterlandsky-stavac,Malý münsterlandský stavač,50–56 cm,,Kontinentálne stavače – typ španiela,/media/articles/2026/aebe57f4-e9c2-400d-ab4c-61b88fdaeed5.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
239,madarsky-drotsrsty-stavac,Maďarský drôtosrstý stavač,54–64 cm,,Kontinentálne stavače – typ braka,/media/articles/2026/7aefdddb-96fd-461b-b336-35009ac2d93d.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
57,madarsky-kratkosrsty-stavac-vyzla,Maďarský krátkosrstý stavač (vyžla),54–64 cm,,Kontinentálne stavače – typ braka,/media/articles/2026/aab80b82-10f5-492d-8d9d-f4ae6808b77f.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
106,modry-pikardsky-spaniel,Modrý pikardský španiel,55–62 cm,,Kontinentálne stavače – typ španiela,/media/articles/2026/64703fe3-38f5-4955-8d18-9c02d2f5641c.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
117,nemecky-dlhosrsty-stavac,Nemecký dlhosrstý stavač,58–70 cm,,Kontinentálne stavače – typ španiela,/media/articles/2026/061cbc88-bc09-47e2-89bb-7b6461e8ad14.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
98,nemecky-drotsrsty-stavac,Nemecký drôtosrstý stavač,57–68 cm,,Kontinentálne stavače – typ braka,/media/articles/2026/9884eb05-13fa-4d78-83ef-eecf6ff9f76e.png,chybajuca verejna hmotnost; editorial_complete=0,200,image/png
119,nemecky-kratkosrsty-stavac,Nemecký krátkosrstý stavač,58–66 cm,,Kontinentálne stavače – typ braka,/media/articles/2026/3fdd5b01-923c-4797-9568-0f57b03c6c06.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
232,nemecky-ostnosrsty-stavac,Nemecký ostnosrstý stavač,58–70 cm,,Kontinentálne stavače – typ braka,/media/articles/2026/856053f2-0467-490c-9da6-4864ab180f39.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
108,pikardsky-spaniel,Pikardský španiel,55–62 cm,,Kontinentálne stavače – typ španiela,/media/articles/2026/32ceefe0-1874-4673-9c49-cc6ebae6b3b3.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
114,pont-audemersky-spaniel,Pont-Audemerský španiel,52–58 cm,,Kontinentálne stavače – typ španiela,/media/articles/2026/448f67f1-ec75-4174-b54f-b01496582171.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
187,portugalsky-stavac,Portugalský stavač,48–60 cm,16–27 kg,Kontinentálne stavače – typ braka,/media/articles/2026/f040d4f2-548d-4988-8abb-13db4f939db2.jpg,editorial_complete=0,200,image/jpeg
216,pudelpointer,Pudelpointer,55–68 cm,,Kontinentálne stavače – typ braka,/media/articles/2026/1ead7963-014e-4da1-9dbe-d8ac0dd3cfc2.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
115,saint-germainsky-stavac,Saint-germainský stavač,54–62 cm,,Kontinentálne stavače – typ braka,/media/articles/2026/4f908c2e-3bf9-42ff-a0ea-2f99daaba13f.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
320,slovensky-hrubosrsty-stavac,Slovenský hrubosrstý stavač,57–68 cm,,Kontinentálne stavače – typ braka,/media/articles/2026/51fd7702-1b47-4cdf-a614-20490d1f55be.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
222,stabijhoun,Stabijhoun,48–53 cm,18–27 kg,Kontinentálne stavače – typ španiela,/media/articles/2026/842f4924-f212-465a-a7d4-1efdf5b53722.jpg,editorial_complete=0,200,image/jpeg
281,starodansky-stavac,Starodánsky stavač,50–60 cm,26–35 kg,Kontinentálne stavače – typ braka,/media/articles/2026/2050410c-5cad-44cf-bfc9-b20bde0cc648.jpg,editorial_complete=0,200,image/jpeg
165,taliansky-spinone,Taliansky spinone,58–70 cm,28–37 kg,Kontinentálne stavače – typ grifóna,/media/articles/2026/c143b201-5d9c-4c1c-a18a-03a5ca389d37.webp,editorial_complete=0,200,image/webp
118,velky-munsterlandsky-stavac,Veľký münsterlandský stavač,58–65 cm,,Kontinentálne stavače – typ španiela,/media/articles/2026/2540aaa4-4b5f-40fb-8e00-0fe4f922a8d5.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
99,weimarsky-stavac,Weimarský stavač,57–70 cm,25–40 kg,Kontinentálne stavače – typ braka,/media/articles/2026/17ccf937-ac00-4f0f-bd3f-57dc342b1a24.webp,editorial_complete=0,200,image/webp
330,irsky-cerveno-biely-seter,Írsky červeno-biely seter,57–66 cm,,Britské a írske stavače a setre – seter,/media/articles/2026/2a3e3f7a-2c33-43fa-b68c-b9f251b8ee64.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
120,irsky-cerveny-seter,Írsky červený seter,55–67 cm,,Britské a írske stavače a setre – seter,/media/articles/2026/a73f724a-8fd3-4d2f-b363-e1acd32f8782.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
245,cesky-fuzac,Český fúzač,58–66 cm,22–34 kg,Kontinentálne stavače – typ grifóna,/media/articles/2026/315842e9-ad4e-42a8-b6ab-4134a5e01e62.jpg,editorial_complete=0,200,image/jpeg
167,americky-kokerspaniel,Americký kokeršpaniel,"35,6–38,1 cm",,Sliediče,/media/articles/2026/91770456-1d26-4011-8fca-88f9c04487b0.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
301,americky-vodny-spaniel,Americký vodný španiel,38–46 cm,"11,3–20,4 kg",Vodné psy,/media/articles/2026/7074bb78-b288-4e79-b446-818905a9359e.webp,editorial_complete=0,200,image/webp
125,anglicky-springerspaniel,Anglický špringeršpaniel,51 cm,,Sliediče,/media/articles/2026/a42a0cde-49bf-489d-93fa-40f9ec8ccb22.avif,chybajuca verejna hmotnost; editorial_complete=0,200,image/avif
105,barbet,Barbet,53–65 cm,,Vodné psy,/media/articles/2026/67abab74-4914-444f-9beb-e6438841a9e7.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
263,chesapeake-bay-retriever,Chesapeake Bay retriever,53–66 cm,"25–36,5 kg",Retrievery,/media/articles/2026/8ec4b38c-5816-440d-8b98-64bfa6e481ee.webp,editorial_complete=0,200,image/webp
109,clumber-spaniel,Clumber španiel,,25–34 kg,Sliediče,/media/articles/2026/9004bde4-64da-431b-ad1f-b034e4b98e07.png,chybajuca verejna vyska; editorial_complete=0,200,image/png
123,field-spaniel,Field španiel,46 cm,18–25 kg,Sliediče,/media/articles/2026/1b7cc900-d9d7-4a3d-b436-3a92a0f353de.jpg,editorial_complete=0,200,image/jpeg
121,hladkosrsty-retriever,Hladkosrstý retriever,"56,5–61,5 cm",25–36 kg,Retrievery,/media/articles/2026/87c6d558-3833-41dd-9230-13cbd4148130.png,editorial_complete=0,200,image/png
110,kuceravy-retriever,Kučeravý retriever,64–69 cm,,Retrievery,/media/articles/2026/0924f400-4446-4269-996c-4d59131cd3eb.webp,chybajuca verejna hmotnost; editorial_complete=0,200,image/webp
122,labradorsky-retriever,Labradorský retriever,54–57 cm,25–36 kg,Retrievery,/media/articles/2026/bbed41e5-9a3c-4a00-a5e6-b9ede87b23d9.png,editorial_complete=0,200,image/png
298,lagotto-romagnolo,Lagotto Romagnolo,41–48 cm,11–16 kg,Vodné psy,/media/articles/2026/dddf0171-5262-477a-8e34-53724564b993.jpg,editorial_complete=0,200,image/jpeg
314,nederlandse-kooikerhondje,Nederlandse Kooikerhondje,38–40 cm,,Sliediče,/media/articles/2026/72568bfd-8e55-4304-b83c-7f0d6b30f6dd.jpg,chybajuca verejna hmotnost; editorial_complete=0,200,image/jpeg
104,nemecky-prepeliciar,Nemecký prepeličiar,45–54 cm,18–25 kg,Sliediče,/media/articles/2026/c53172ea-655e-4bca-9718-b8ef93948d61.jpg,editorial_complete=0,200,image/jpeg
312,nova-scotia-duck-tolling-retriever,Nova Scotia Duck Tolling Retriever,45–51 cm,17–23 kg,Retrievery,/media/articles/2026/4aeddb7d-dd89-4990-8b7e-5ac148035071.png,editorial_complete=0,200,image/png
